X,Y,File,Folder,Point_Index
388.248,328.661,m-062-03.pts,m-062,14
368.525,342.311,m-062-03.pts,m-062,15
402.199,342.814,m-062-03.pts,m-062,16
388.629,376.992,m-062-03.pts,m-062,17
388.126,407.651,m-062-03.pts,m-062,18
390.639,474.498,m-062-03.pts,m-062,19
274.536,383.526,m-062-03.pts,m-062,20
505.737,388.552,m-062-03.pts,m-062,21
327.494,259.747,m-062-05.pts,m-062,0
442.329,260.658,m-062-05.pts,m-062,1
337.519,384.608,m-062-05.pts,m-062,2
437.772,379.139,m-062-05.pts,m-062,3
281.013,247.899,m-062-05.pts,m-062,4
362.127,234.228,m-062-05.pts,m-062,5
405.873,227.848,m-062-05.pts,m-062,6
488.81,240.608,m-062-05.pts,m-062,7
261.873,270.684,m-062-05.pts,m-062,8
301.063,267.038,m-062-05.pts,m-062,9
348.456,262.481,m-062-05.pts,m-062,10
419.544,262.481,m-062-05.pts,m-062,11
460.557,263.392,m-062-05.pts,m-062,12
503.392,266.127,m-062-05.pts,m-062,13
388.557,318.987,m-062-05.pts,m-062,14
371.241,327.19,m-062-05.pts,m-062,15
405.873,326.278,m-062-05.pts,m-062,16
386.734,363.646,m-062-05.pts,m-062,17
391.291,393.722,m-062-05.pts,m-062,18
391.291,461.165,m-062-05.pts,m-062,19
277.367,382.785,m-062-05.pts,m-062,20
494.278,381.873,m-062-05.pts,m-062,21
306.719,263.133,m-063-01.pts,m-063,0
422.831,256.622,m-063-01.pts,m-063,1
320.826,391.724,m-063-01.pts,m-063,2
422.831,385.213,m-063-01.pts,m-063,3
260.057,244.142,m-063-01.pts,m-063,4
340.901,236.546,m-063-01.pts,m-063,5
385.935,231.121,m-063-01.pts,m-063,6
461.354,227.323,m-063-01.pts,m-063,7
244.322,270.186,m-063-01.pts,m-063,8
274.707,268.016,m-063-01.pts,m-063,9
329.507,264.76,m-063-01.pts,m-063,10
397.329,263.675,m-063-01.pts,m-063,11
446.704,257.707,m-063-01.pts,m-063,12
490.606,255.293,m-063-01.pts,m-063,13
366.945,326.072,m-063-01.pts,m-063,14
347.412,339.636,m-063-01.pts,m-063,15
382.495,336.405,m-063-01.pts,m-063,16
370.201,380.872,m-063-01.pts,m-063,17
373.456,405.831,m-063-01.pts,m-063,18
377.254,471.483,m-063-01.pts,m-063,19
265.483,393.352,m-063-01.pts,m-063,20
482.514,381.957,m-063-01.pts,m-063,21
297.285,260.577,m-063-02.pts,m-063,0
415.784,255.48,m-063-02.pts,m-063,1
302.928,373.981,m-063-02.pts,m-063,2
423.917,366.722,m-063-02.pts,m-063,3
250.227,241.919,m-063-02.pts,m-063,4
334.236,228.722,m-063-02.pts,m-063,5
372.558,228.374,m-063-02.pts,m-063,6
459.743,228.085,m-063-02.pts,m-063,7
233.575,268.222,m-063-02.pts,m-063,8
270.865,268.115,m-063-02.pts,m-063,9
319.866,260.251,m-063-02.pts,m-063,10
393.486,257.391,m-063-02.pts,m-063,11
440.856,254.806,m-063-02.pts,m-063,12
488.295,250.317,m-063-02.pts,m-063,13
359.72,322.375,m-063-02.pts,m-063,14
342.518,334.479,m-063-02.pts,m-063,15
378.195,333.842,m-063-02.pts,m-063,16
360.515,362.89,m-063-02.pts,m-063,17
365.322,412.147,m-063-02.pts,m-063,18
371.824,484.196,m-063-02.pts,m-063,19
250.777,377.802,m-063-02.pts,m-063,20
483.953,363.786,m-063-02.pts,m-063,21
306.766,273.999,m-063-03.pts,m-063,0
426.304,269.482,m-063-03.pts,m-063,1
319.663,400.196,m-063-03.pts,m-063,2
422.415,396.67,m-063-03.pts,m-063,3
255.694,255.637,m-063-03.pts,m-063,4
344.847,248.082,m-063-03.pts,m-063,5
383.164,245.931,m-063-03.pts,m-063,6
473.792,244.053,m-063-03.pts,m-063,7
242.095,280.318,m-063-03.pts,m-063,8
279.723,277.944,m-063-03.pts,m-063,9
332.205,274.855,m-063-03.pts,m-063,10
402.453,272.629,m-063-03.pts,m-063,11
454.94,270.326,m-063-03.pts,m-063,12
496.458,266.719,m-063-03.pts,m-063,13
363.987,338.746,m-063-03.pts,m-063,14
349.38,348.316,m-063-03.pts,m-063,15
384.135,347.309,m-063-03.pts,m-063,16
370.032,390.626,m-063-03.pts,m-063,17
373.558,425.884,m-063-03.pts,m-063,18
376.58,475.75,m-063-03.pts,m-063,19
259.724,398.181,m-063-03.pts,m-063,20
487.895,387.604,m-063-03.pts,m-063,21
312.911,266.127,m-063-05.pts,m-063,0
429.57,261.57,m-063-05.pts,m-063,1
323.848,392.81,m-063-05.pts,m-063,2
428.658,387.342,m-063-05.pts,m-063,3
270.076,251.544,m-063-05.pts,m-063,4
354.835,240.608,m-063-05.pts,m-063,5
389.468,237.873,m-063-05.pts,m-063,6
472.405,241.519,m-063-05.pts,m-063,7
250.937,274.329,m-063-05.pts,m-063,8
291.038,269.772,m-063-05.pts,m-063,9
339.342,268.861,m-063-05.pts,m-063,10
404.051,267.038,m-063-05.pts,m-063,11
452.354,265.215,m-063-05.pts,m-063,12
491.544,266.127,m-063-05.pts,m-063,13
375.797,334.481,m-063-05.pts,m-063,14
353.013,342.684,m-063-05.pts,m-063,15
392.203,338.127,m-063-05.pts,m-063,16
376.709,377.316,m-063-05.pts,m-063,17
375.797,410.127,m-063-05.pts,m-063,18
375.797,472.101,m-063-05.pts,m-063,19
273.722,401.924,m-063-05.pts,m-063,20
481.519,390.076,m-063-05.pts,m-063,21
326.794,254.994,m-064-01.pts,m-064,0
445.619,254.994,m-064-01.pts,m-064,1
325.709,383.043,m-064-01.pts,m-064,2
436.938,384.128,m-064-01.pts,m-064,3
282.303,239.802,m-064-01.pts,m-064,4
357.179,230.578,m-064-01.pts,m-064,5
407.096,232.206,m-064-01.pts,m-064,6
488.483,240.344,m-064-01.pts,m-064,7
257.887,257.164,m-064-01.pts,m-064,8
302.378,256.079,m-064-01.pts,m-064,9
352.838,256.622,m-064-01.pts,m-064,10
420.66,254.451,m-064-01.pts,m-064,11
473.833,258.792,m-064-01.pts,m-064,12
521.58,259.335,m-064-01.pts,m-064,13
384.308,310.88,m-064-01.pts,m-064,14
364.775,322.816,m-064-01.pts,m-064,15
399.5,321.731,m-064-01.pts,m-064,16
381.595,372.191,m-064-01.pts,m-064,17
383.222,397.15,m-064-01.pts,m-064,18
382.137,465.515,m-064-01.pts,m-064,19
267.653,383.585,m-064-01.pts,m-064,20
512.899,384.128,m-064-01.pts,m-064,21
330.858,267.499,m-064-02.pts,m-064,0
453.733,268.179,m-064-02.pts,m-064,1
326.591,378.439,m-064-02.pts,m-064,2
459.132,378.857,m-064-02.pts,m-064,3
281.221,256.957,m-064-02.pts,m-064,4
370.049,247.258,m-064-02.pts,m-064,5
417.965,245.233,m-064-02.pts,m-064,6
501.649,252.657,m-064-02.pts,m-064,7
261.395,272.228,m-064-02.pts,m-064,8
307.961,270.878,m-064-02.pts,m-064,9
356.534,268.859,m-064-02.pts,m-064,10
428.526,268.859,m-064-02.pts,m-064,11
478.856,270.77,m-064-02.pts,m-064,12
533.368,271.553,m-064-02.pts,m-064,13
390.97,329.592,m-064-02.pts,m-064,14
370.049,337.69,m-064-02.pts,m-064,15
410.542,339.715,m-064-02.pts,m-064,16
390.295,380.207,m-064-02.pts,m-064,17
389.621,406.527,m-064-02.pts,m-064,18
392.074,489.262,m-064-02.pts,m-064,19
264.095,379.532,m-064-02.pts,m-064,20
526.619,378.857,m-064-02.pts,m-064,21
336.081,279.418,m-064-03.pts,m-064,0
461.586,280.469,m-064-03.pts,m-064,1
345.533,421.728,m-064-03.pts,m-064,2
451.609,413.851,m-064-03.pts,m-064,3
291.727,268.388,m-064-03.pts,m-064,4
375.99,257.888,m-064-03.pts,m-064,5
415.375,256.838,m-064-03.pts,m-064,6
507.797,267.341,m-064-03.pts,m-064,7
265.714,282.044,m-064-03.pts,m-064,8
307.199,284.145,m-064-03.pts,m-064,9
365.488,279.418,m-064-03.pts,m-064,10
427.978,279.418,m-064-03.pts,m-064,11
488.893,283.094,m-064-03.pts,m-064,12
531.428,283.619,m-064-03.pts,m-064,13
403.822,349.26,m-064-03.pts,m-064,14
381.767,353.986,m-064-03.pts,m-064,15
421.676,351.361,m-064-03.pts,m-064,16
401.722,404.924,m-064-03.pts,m-064,17
406.448,431.705,m-064-03.pts,m-064,18
405.398,520.451,m-064-03.pts,m-064,19
285.669,422.778,m-064-03.pts,m-064,20
520.925,412.8,m-064-03.pts,m-064,21
335.696,262.481,m-064-05.pts,m-064,0
456.0,263.392,m-064-05.pts,m-064,1
329.316,395.544,m-064-05.pts,m-064,2
446.886,392.81,m-064-05.pts,m-064,3
288.304,253.367,m-064-05.pts,m-064,4
370.329,236.962,m-064-05.pts,m-064,5
418.633,237.873,m-064-05.pts,m-064,6
508.861,253.367,m-064-05.pts,m-064,7
269.165,275.241,m-064-05.pts,m-064,8
312.0,266.127,m-064-05.pts,m-064,9
360.304,264.304,m-064-05.pts,m-064,10
430.481,264.304,m-064-05.pts,m-064,11
481.519,266.127,m-064-05.pts,m-064,12
525.266,271.595,m-064-05.pts,m-064,13
393.114,326.278,m-064-05.pts,m-064,14
373.975,331.747,m-064-05.pts,m-064,15
410.43,330.835,m-064-05.pts,m-064,16
392.203,377.316,m-064-05.pts,m-064,17
389.468,406.481,m-064-05.pts,m-064,18
389.468,474.835,m-064-05.pts,m-064,19
279.19,399.19,m-064-05.pts,m-064,20
508.861,393.722,m-064-05.pts,m-064,21
330.592,240.887,m-065-01.pts,m-065,0
448.332,240.887,m-065-01.pts,m-065,1
342.529,363.51,m-065-01.pts,m-065,2
439.651,361.339,m-065-01.pts,m-065,3
283.931,228.95,m-065-01.pts,m-065,4
365.86,214.301,m-065-01.pts,m-065,5
411.437,211.588,m-065-01.pts,m-065,6
489.025,222.439,m-065-01.pts,m-065,7
254.089,245.77,m-065-01.pts,m-065,8
306.719,244.685,m-065-01.pts,m-065,9
353.381,242.515,m-065-01.pts,m-065,10
426.086,243.057,m-065-01.pts,m-065,11
474.918,245.228,m-065-01.pts,m-065,12
512.899,244.685,m-065-01.pts,m-065,13
391.361,292.432,m-065-01.pts,m-065,14
376.711,299.486,m-065-01.pts,m-065,15
404.926,300.571,m-065-01.pts,m-065,16
392.742,345.289,m-065-01.pts,m-065,17
392.446,370.021,m-065-01.pts,m-065,18
392.989,444.354,m-065-01.pts,m-065,19
268.738,367.308,m-065-01.pts,m-065,20
505.845,359.712,m-065-01.pts,m-065,21
321.459,253.332,m-065-02.pts,m-065,0
437.536,247.258,m-065-02.pts,m-065,1
320.859,360.188,m-065-02.pts,m-065,2
450.739,351.61,m-065-02.pts,m-065,3
276.037,248.383,m-065-02.pts,m-065,4
358.577,231.736,m-065-02.pts,m-065,5
407.842,227.012,m-065-02.pts,m-065,6
482.078,234.435,m-065-02.pts,m-065,7
243.174,264.13,m-065-02.pts,m-065,8
295.814,258.056,m-065-02.pts,m-065,9
347.779,256.031,m-065-02.pts,m-065,10
415.941,251.307,m-065-02.pts,m-065,11
463.856,249.283,m-065-02.pts,m-065,12
505.698,250.632,m-065-02.pts,m-065,13
385.571,306.646,m-065-02.pts,m-065,14
367.35,318.119,m-065-02.pts,m-065,15
402.443,316.769,m-065-02.pts,m-065,16
386.273,355.11,m-065-02.pts,m-065,17
387.596,388.306,m-065-02.pts,m-065,18
392.995,459.842,m-065-02.pts,m-065,19
259.371,361.311,m-065-02.pts,m-065,20
502.999,348.488,m-065-02.pts,m-065,21
315.647,273.985,m-065-03.pts,m-065,0
432.95,265.044,m-065-03.pts,m-065,1
335.896,401.858,m-065-03.pts,m-065,2
435.131,393.879,m-065-03.pts,m-065,3
268.077,270.209,m-065-03.pts,m-065,4
348.853,251.575,m-065-03.pts,m-065,5
396.111,248.178,m-065-03.pts,m-065,6
477.518,253.254,m-065-03.pts,m-065,7
243.143,281.18,m-065-03.pts,m-065,8
288.518,279.068,m-065-03.pts,m-065,9
343.376,277.191,m-065-03.pts,m-065,10
408.203,272.204,m-065-03.pts,m-065,11
466.049,268.214,m-065-03.pts,m-065,12
498.961,261.747,m-065-03.pts,m-065,13
380.064,333.054,m-065-03.pts,m-065,14
361.941,344.199,m-065-03.pts,m-065,15
396.794,341.561,m-065-03.pts,m-065,16
381.773,386.898,m-065-03.pts,m-065,17
386.261,414.325,m-065-03.pts,m-065,18
391.248,472.669,m-065-03.pts,m-065,19
269.573,401.858,m-065-03.pts,m-065,20
490.483,392.383,m-065-03.pts,m-065,21
332.051,250.633,m-065-05.pts,m-065,0
453.266,250.633,m-065-05.pts,m-065,1
342.987,369.114,m-065-05.pts,m-065,2
444.152,369.114,m-065-05.pts,m-065,3
288.304,241.519,m-065-05.pts,m-065,4
375.797,231.494,m-065-05.pts,m-065,5
415.899,225.114,m-065-05.pts,m-065,6
497.013,245.165,m-065-05.pts,m-065,7
264.608,266.127,m-065-05.pts,m-065,8
305.62,256.101,m-065-05.pts,m-065,9
360.304,254.278,m-065-05.pts,m-065,10
427.747,253.367,m-065-05.pts,m-065,11
476.051,256.101,m-065-05.pts,m-065,12
512.506,263.392,m-065-05.pts,m-065,13
394.937,307.139,m-065-05.pts,m-065,14
377.62,314.43,m-065-05.pts,m-065,15
409.519,314.43,m-065-05.pts,m-065,16
394.937,358.177,m-065-05.pts,m-065,17
394.025,384.608,m-065-05.pts,m-065,18
394.937,452.051,m-065-05.pts,m-065,19
277.367,378.228,m-065-05.pts,m-065,20
507.038,370.937,m-065-05.pts,m-065,21
331.813,243.564,m-066-01.pts,m-066,0
455.946,248.809,m-066-01.pts,m-066,1
337.641,372.36,m-066-01.pts,m-066,2
446.622,376.439,m-066-01.pts,m-066,3
292.766,222.001,m-066-01.pts,m-066,4
374.356,210.345,m-066-01.pts,m-066,5
429.721,206.266,m-066-01.pts,m-066,6
499.073,219.67,m-066-01.pts,m-066,7
256.05,242.398,m-066-01.pts,m-066,8
310.832,242.981,m-066-01.pts,m-066,9
359.204,245.312,m-066-01.pts,m-066,10
430.887,250.557,m-066-01.pts,m-066,11
479.841,253.471,m-066-01.pts,m-066,12
522.967,254.054,m-066-01.pts,m-066,13
394.754,307.671,m-066-01.pts,m-066,14
376.105,316.995,m-066-01.pts,m-066,15
410.489,319.326,m-066-01.pts,m-066,16
390.842,362.18,m-066-01.pts,m-066,17
389.509,375.857,m-066-01.pts,m-066,18
388.926,465.606,m-066-01.pts,m-066,19
262.461,373.525,m-066-01.pts,m-066,20
516.556,377.605,m-066-01.pts,m-066,21
328.208,249.957,m-066-02.pts,m-066,0
454.146,250.814,m-066-02.pts,m-066,1
325.833,374.06,m-066-02.pts,m-066,2
447.985,378.771,m-066-02.pts,m-066,3
282.19,227.157,m-066-02.pts,m-066,4
371.109,217.338,m-066-02.pts,m-066,5
415.941,212.84,m-066-02.pts,m-066,6
500.279,224.177,m-066-02.pts,m-066,7
252.622,250.632,m-066-02.pts,m-066,8
303.979,251.616,m-066-02.pts,m-066,9
357.877,251.195,m-066-02.pts,m-066,10
426.646,251.865,m-066-02.pts,m-066,11
480.905,253.611,m-066-02.pts,m-066,12
525.944,256.031,m-066-02.pts,m-066,13
391.051,308.988,m-066-02.pts,m-066,14
372.074,320.819,m-066-02.pts,m-066,15
409.923,323.383,m-066-02.pts,m-066,16
390.97,364.01,m-066-02.pts,m-066,17
390.075,394.578,m-066-02.pts,m-066,18
388.836,484.903,m-066-02.pts,m-066,19
260.721,374.133,m-066-02.pts,m-066,20
518.521,384.931,m-066-02.pts,m-066,21
314.995,260.705,m-066-03.pts,m-066,0
441.847,261.254,m-066-03.pts,m-066,1
325.429,402.933,m-066-03.pts,m-066,2
432.512,402.384,m-066-03.pts,m-066,3
267.769,244.78,m-066-03.pts,m-066,4
357.828,231.601,m-066-03.pts,m-066,5
404.788,227.179,m-066-03.pts,m-066,6
492.917,243.682,m-066-03.pts,m-066,7
240.312,266.746,m-066-03.pts,m-066,8
290.906,264.04,m-066-03.pts,m-066,9
348.493,262.902,m-066-03.pts,m-066,10
411.644,264.0,m-066-03.pts,m-066,11
468.206,264.0,m-066-03.pts,m-066,12
511.588,266.197,m-066-03.pts,m-066,13
375.401,324.406,m-066-03.pts,m-066,14
361.123,337.036,m-066-03.pts,m-066,15
392.973,339.233,m-066-03.pts,m-066,16
375.401,385.91,m-066-03.pts,m-066,17
377.048,410.621,m-066-03.pts,m-066,18
380.892,492.992,m-066-03.pts,m-066,19
256.786,402.933,m-066-03.pts,m-066,20
506.646,402.384,m-066-03.pts,m-066,21
325.671,238.785,m-066-05.pts,m-066,0
448.709,244.253,m-066-05.pts,m-066,1
332.051,370.937,m-066-05.pts,m-066,2
434.127,373.671,m-066-05.pts,m-066,3
278.278,226.937,m-066-05.pts,m-066,4
367.595,210.532,m-066-05.pts,m-066,5
414.987,209.62,m-066-05.pts,m-066,6
493.367,232.405,m-066-05.pts,m-066,7
258.228,246.076,m-066-05.pts,m-066,8
302.886,242.43,m-066-05.pts,m-066,9
352.101,242.43,m-066-05.pts,m-066,10
421.367,245.165,m-066-05.pts,m-066,11
466.937,249.722,m-066-05.pts,m-066,12
512.506,257.924,m-066-05.pts,m-066,13
384.911,301.671,m-066-05.pts,m-066,14
366.684,309.873,m-066-05.pts,m-066,15
403.139,313.519,m-066-05.pts,m-066,16
380.354,356.354,m-066-05.pts,m-066,17
378.532,380.962,m-066-05.pts,m-066,18
378.532,460.253,m-066-05.pts,m-066,19
261.873,371.848,m-066-05.pts,m-066,20
502.481,375.494,m-066-05.pts,m-066,21
324.819,259.299,m-067-01.pts,m-067,0
439.046,263.961,m-067-01.pts,m-067,1
327.15,386.93,m-067-01.pts,m-067,2
427.39,391.592,m-067-01.pts,m-067,3
277.614,235.405,m-067-01.pts,m-067,4
360.369,235.405,m-067-01.pts,m-067,5
410.489,234.822,m-067-01.pts,m-067,6
484.503,242.981,m-067-01.pts,m-067,7
251.388,259.299,m-067-01.pts,m-067,8
299.177,259.299,m-067-01.pts,m-067,9
347.548,261.048,m-067-01.pts,m-067,10
415.734,265.71,m-067-01.pts,m-067,11
464.688,267.458,m-067-01.pts,m-067,12
504.9,266.875,m-067-01.pts,m-067,13
382.515,328.651,m-067-01.pts,m-067,14
362.7,333.896,m-067-01.pts,m-067,15
398.25,335.644,m-067-01.pts,m-067,16
376.924,379.416,m-067-01.pts,m-067,17
375.185,403.277,m-067-01.pts,m-067,18
371.442,487.169,m-067-01.pts,m-067,19
258.382,384.016,m-067-01.pts,m-067,20
489.748,393.923,m-067-01.pts,m-067,21
322.809,268.854,m-067-02.pts,m-067,0
437.536,273.578,m-067-02.pts,m-067,1
318.084,386.956,m-067-02.pts,m-067,2
436.861,388.98,m-067-02.pts,m-067,3
276.845,242.731,m-067-02.pts,m-067,4
359.745,248.547,m-067-02.pts,m-067,5
405.585,248.865,m-067-02.pts,m-067,6
486.146,246.46,m-067-02.pts,m-067,7
250.598,265.479,m-067-02.pts,m-067,8
295.139,270.203,m-067-02.pts,m-067,9
350.478,273.578,m-067-02.pts,m-067,10
414.591,274.928,m-067-02.pts,m-067,11
465.881,276.277,m-067-02.pts,m-067,12
502.999,275.602,m-067-02.pts,m-067,13
378.823,338.365,m-067-02.pts,m-067,14
357.902,345.789,m-067-02.pts,m-067,15
396.369,348.488,m-067-02.pts,m-067,16
377.313,383.691,m-067-02.pts,m-067,17
374.773,420.699,m-067-02.pts,m-067,18
370.724,497.634,m-067-02.pts,m-067,19
253.972,380.882,m-067-02.pts,m-067,20
493.55,388.98,m-067-02.pts,m-067,21
320.195,269.809,m-067-03.pts,m-067,0
434.718,273.408,m-067-03.pts,m-067,1
327.362,404.013,m-067-03.pts,m-067,2
418.08,407.097,m-067-03.pts,m-067,3
273.131,247.485,m-067-03.pts,m-067,4
356.563,250.158,m-067-03.pts,m-067,5
403.542,250.208,m-067-03.pts,m-067,6
484.653,256.492,m-067-03.pts,m-067,7
251.718,268.215,m-067-03.pts,m-067,8
293.946,270.741,m-067-03.pts,m-067,9
346.215,272.792,m-067-03.pts,m-067,10
410.141,274.764,m-067-03.pts,m-067,11
462.15,276.661,m-067-03.pts,m-067,12
502.493,276.88,m-067-03.pts,m-067,13
371.499,341.103,m-067-03.pts,m-067,14
359.775,347.729,m-067-03.pts,m-067,15
388.319,349.258,m-067-03.pts,m-067,16
372.641,396.731,m-067-03.pts,m-067,17
371.945,414.535,m-067-03.pts,m-067,18
369.46,497.582,m-067-03.pts,m-067,19
258.344,400.228,m-067-03.pts,m-067,20
487.202,410.422,m-067-03.pts,m-067,21
331.139,266.127,m-067-05.pts,m-067,0
446.886,268.861,m-067-05.pts,m-067,1
330.228,391.899,m-067-05.pts,m-067,2
431.392,398.278,m-067-05.pts,m-067,3
285.57,246.076,m-067-05.pts,m-067,4
366.684,238.785,m-067-05.pts,m-067,5
422.278,241.519,m-067-05.pts,m-067,6
493.367,258.835,m-067-05.pts,m-067,7
262.785,271.595,m-067-05.pts,m-067,8
305.62,267.038,m-067-05.pts,m-067,9
355.747,266.127,m-067-05.pts,m-067,10
422.278,271.595,m-067-05.pts,m-067,11
472.405,273.418,m-067-05.pts,m-067,12
507.949,281.62,m-067-05.pts,m-067,13
386.734,335.392,m-067-05.pts,m-067,14
369.418,338.127,m-067-05.pts,m-067,15
405.873,340.861,m-067-05.pts,m-067,16
382.177,381.873,m-067-05.pts,m-067,17
379.443,406.481,m-067-05.pts,m-067,18
379.443,490.329,m-067-05.pts,m-067,19
266.43,395.544,m-067-05.pts,m-067,20
485.165,401.924,m-067-05.pts,m-067,21
325.985,255.802,m-068-01.pts,m-068,0
440.794,262.796,m-068-01.pts,m-068,1
334.144,384.016,m-068-01.pts,m-068,2
427.39,388.678,m-068-01.pts,m-068,3
277.031,243.564,m-068-01.pts,m-068,4
365.614,230.743,m-068-01.pts,m-068,5
405.827,235.405,m-068-01.pts,m-068,6
486.834,249.975,m-068-01.pts,m-068,7
250.805,258.134,m-068-01.pts,m-068,8
300.925,259.299,m-068-01.pts,m-068,9
350.462,256.968,m-068-01.pts,m-068,10
415.734,261.63,m-068-01.pts,m-068,11
465.271,265.71,m-068-01.pts,m-068,12
507.814,266.875,m-068-01.pts,m-068,13
386.012,325.154,m-068-01.pts,m-068,14
365.614,333.896,m-068-01.pts,m-068,15
402.33,336.227,m-068-01.pts,m-068,16
379.601,378.771,m-068-01.pts,m-068,17
376.105,403.248,m-068-01.pts,m-068,18
370.277,487.169,m-068-01.pts,m-068,19
256.633,381.102,m-068-01.pts,m-068,20
496.741,387.512,m-068-01.pts,m-068,21
316.992,257.863,m-068-02.pts,m-068,0
433.945,265.491,m-068-02.pts,m-068,1
309.598,378.318,m-068-02.pts,m-068,2
433.668,381.979,m-068-02.pts,m-068,3
267.413,249.6,m-068-02.pts,m-068,4
364.027,235.617,m-068-02.pts,m-068,5
393.901,238.795,m-068-02.pts,m-068,6
481.617,252.143,m-068-02.pts,m-068,7
247.756,257.532,m-068-02.pts,m-068,8
291.765,262.78,m-068-02.pts,m-068,9
342.38,258.731,m-068-02.pts,m-068,10
405.817,264.13,m-068-02.pts,m-068,11
457.782,267.504,m-068-02.pts,m-068,12
501.956,269.94,m-068-02.pts,m-068,13
380.553,327.781,m-068-02.pts,m-068,14
358.307,334.773,m-068-02.pts,m-068,15
398.986,336.044,m-068-02.pts,m-068,16
374.833,373.546,m-068-02.pts,m-068,17
369.748,412.319,m-068-02.pts,m-068,18
367.205,486.05,m-068-02.pts,m-068,19
246.868,371.972,m-068-02.pts,m-068,20
492.422,384.987,m-068-02.pts,m-068,21
313.66,257.726,m-068-03.pts,m-068,0
429.039,260.685,m-068-03.pts,m-068,1
324.508,387.404,m-068-03.pts,m-068,2
421.643,388.884,m-068-03.pts,m-068,3
266.325,253.289,m-068-03.pts,m-068,4
363.954,233.073,m-068-03.pts,m-068,5
388.607,231.594,m-068-03.pts,m-068,6
478.839,253.289,m-068-03.pts,m-068,7
242.658,257.726,m-068-03.pts,m-068,8
288.02,262.657,m-068-03.pts,m-068,9
341.765,256.74,m-068-03.pts,m-068,10
403.892,260.192,m-068-03.pts,m-068,11
455.665,267.095,m-068-03.pts,m-068,12
491.659,267.095,m-068-03.pts,m-068,13
377.318,323.618,m-068-03.pts,m-068,14
357.051,330.701,m-068-03.pts,m-068,15
392.059,333.166,m-068-03.pts,m-068,16
373.322,375.078,m-068-03.pts,m-068,17
373.815,400.717,m-068-03.pts,m-068,18
371.35,460.379,m-068-03.pts,m-068,19
248.575,381.487,m-068-03.pts,m-068,20
483.77,392.335,m-068-03.pts,m-068,21
316.557,265.215,m-068-05.pts,m-068,0
436.861,269.772,m-068-05.pts,m-068,1
328.405,399.19,m-068-05.pts,m-068,2
430.481,399.19,m-068-05.pts,m-068,3
265.519,258.835,m-068-05.pts,m-068,4
365.772,244.253,m-068-05.pts,m-068,5
404.051,243.342,m-068-05.pts,m-068,6
486.076,268.861,m-068-05.pts,m-068,7
247.291,283.443,m-068-05.pts,m-068,8
293.772,270.684,m-068-05.pts,m-068,9
345.722,267.949,m-068-05.pts,m-068,10
412.253,268.861,m-068-05.pts,m-068,11
457.823,274.329,m-068-05.pts,m-068,12
500.658,280.709,m-068-05.pts,m-068,13
379.443,334.481,m-068-05.pts,m-068,14
361.215,341.772,m-068-05.pts,m-068,15
400.405,342.684,m-068-05.pts,m-068,16
378.532,383.696,m-068-05.pts,m-068,17
377.62,413.772,m-068-05.pts,m-068,18
377.62,491.241,m-068-05.pts,m-068,19
259.139,400.101,m-068-05.pts,m-068,20
486.987,400.101,m-068-05.pts,m-068,21
333.561,269.789,m-069-01.pts,m-069,0
448.37,266.875,m-069-01.pts,m-069,1
351.045,406.161,m-069-01.pts,m-069,2
450.118,399.751,m-069-01.pts,m-069,3
290.484,245.067,m-069-01.pts,m-069,4
364.489,240.059,m-069-01.pts,m-069,5
420.133,237.276,m-069-01.pts,m-069,6
495.251,240.059,m-069-01.pts,m-069,7
260.993,279.565,m-069-01.pts,m-069,8
306.753,272.703,m-069-01.pts,m-069,9
356.699,271.775,m-069-01.pts,m-069,10
425.697,271.219,m-069-01.pts,m-069,11
476.333,266.767,m-069-01.pts,m-069,12
514.727,265.655,m-069-01.pts,m-069,13
393.98,343.555,m-069-01.pts,m-069,14
377.287,355.797,m-069-01.pts,m-069,15
410.673,353.571,m-069-01.pts,m-069,16
397.433,394.404,m-069-01.pts,m-069,17
398.715,417.014,m-069-01.pts,m-069,18
406.222,484.333,m-069-01.pts,m-069,19
291.04,409.215,m-069-01.pts,m-069,20
508.606,393.078,m-069-01.pts,m-069,21
321.667,253.66,m-069-02.pts,m-069,0
433.75,245.565,m-069-02.pts,m-069,1
335.366,378.82,m-069-02.pts,m-069,2
456.167,357.026,m-069-02.pts,m-069,3
271.852,240.584,m-069-02.pts,m-069,4
347.82,221.281,m-069-02.pts,m-069,5
397.012,216.922,m-069-02.pts,m-069,6
480.452,219.413,m-069-02.pts,m-069,7
257.53,267.982,m-069-02.pts,m-069,8
293.646,260.51,m-069-02.pts,m-069,9
344.706,252.415,m-069-02.pts,m-069,10
411.334,249.924,m-069-02.pts,m-069,11
461.771,243.697,m-069-02.pts,m-069,12
502.345,236.384,m-069-02.pts,m-069,13
380.822,317.797,m-069-02.pts,m-069,14
363.387,332.741,m-069-02.pts,m-069,15
397.635,327.137,m-069-02.pts,m-069,16
386.426,358.894,m-069-02.pts,m-069,17
392.653,401.86,m-069-02.pts,m-069,18
404.484,475.959,m-069-02.pts,m-069,19
283.683,386.915,m-069-02.pts,m-069,20
511.586,348.309,m-069-02.pts,m-069,21
325.948,291.06,m-069-03.pts,m-069,0
442.325,282.459,m-069-03.pts,m-069,1
346.693,429.7,m-069-03.pts,m-069,2
452.444,416.544,m-069-03.pts,m-069,3
275.856,272.845,m-069-03.pts,m-069,4
