File,Folder,Points,Features
m-071-02.pts,m-071,"[(307.785, 280.299), (436.864, 273.586), (317.931, 402.482), (439.977, 393.142), (257.117, 266.354), (349.163, 248.653), (393.357, 245.854), (483.918, 243.898), (239.811, 281.687), (277.456, 280.436), (337.857, 279.19), (409.466, 276.077), (466.13, 275.454), (511.586, 271.718), (375.841, 339.591), (355.292, 350.177), (393.899, 347.063), (376.553, 387.181), (378.584, 420.103), (383.313, 511.452), (253.024, 407.463), (510.964, 389.406)]","{'Eye length ratio': 0.34465847871140526, 'Eye distance ratio': 0.5003888153551721, 'Nose ratio': 0.14979383904151214, 'Lip size ratio': 3.7109108800498856, 'Lip length ratio': 0.4733815517675696, 'Eye-brow length ratio': 0.34465847871140526, 'Aggressive ratio': 0.9152923514746465}"
m-071-03.pts,m-071,"[(318.243, 291.444), (449.86, 295.673), (334.1, 430.991), (429.246, 432.048), (271.727, 272.943), (367.401, 274.001), (407.574, 274.001), (501.662, 278.229), (248.469, 287.744), (285.47, 294.087), (352.601, 294.615), (418.145, 299.901), (481.576, 302.016), (519.105, 299.901), (383.259, 365.975), (366.344, 372.846), (400.702, 374.432), (380.616, 418.304), (382.73, 441.034), (386.43, 529.307), (257.984, 433.105), (501.662, 432.048)]","{'Eye length ratio': 0.3531808900267582, 'Eye distance ratio': 0.49861726421505365, 'Nose ratio': 0.14114635966164624, 'Lip size ratio': 4.168191579981325, 'Lip length ratio': 0.39047831933116894, 'Eye-brow length ratio': 0.3531808900267582, 'Aggressive ratio': 0.9730682574728823}"
m-071-05.pts,m-071,"[(320.203, 275.241), (449.62, 273.418), (331.139, 411.038), (435.038, 409.215), (269.165, 256.101), (364.861, 246.987), (407.696, 245.165), (505.215, 257.924), (256.405, 285.266), (294.684, 277.975), (349.367, 275.241), (418.633, 275.241), (477.873, 277.063), (524.354, 283.443), (387.646, 343.595), (365.772, 347.241), (402.228, 346.329), (386.734, 387.342), (384.911, 421.975), (384.911, 505.823), (269.165, 412.861), (511.595, 410.127)]","{'Eye length ratio': 0.36703943908163505, 'Eye distance ratio': 0.5203948245783899, 'Nose ratio': 0.15041491131595788, 'Lip size ratio': 2.996313645376114, 'Lip length ratio': 0.42861190626935675, 'Eye-brow length ratio': 0.36703943908163505, 'Aggressive ratio': 0.9623009482833231}"
m-072-01.pts,m-072,"[(341.11, 264.891), (453.9, 261.938), (357.054, 394.215), (446.223, 388.901), (294.459, 244.223), (380.084, 238.318), (417.878, 234.774), (496.417, 233.593), (271.428, 268.434), (318.67, 269.615), (362.369, 266.663), (434.412, 265.482), (481.064, 264.891), (521.81, 263.119), (402.524, 325.715), (386.58, 335.163), (417.878, 333.982), (403.115, 375.909), (404.296, 400.711), (404.886, 483.975), (290.325, 395.396), (511.18, 387.129)]","{'Eye length ratio': 0.3427125041562195, 'Eye distance ratio': 0.47950036464256957, 'Nose ratio': 0.1417144960181, 'Lip size ratio': 3.597536683769498, 'Lip length ratio': 0.40417780230703376, 'Eye-brow length ratio': 0.3427125041562195, 'Aggressive ratio': 1.0019116263097803}"
m-072-02.pts,m-072,"[(338.645, 266.928), (453.407, 262.044), (338.763, 374.663), (465.616, 369.481), (289.937, 259.811), (372.436, 235.871), (414.949, 233.354), (493.085, 233.354), (271.497, 274.864), (318.189, 271.976), (361.193, 269.895), (434.022, 267.814), (479.801, 261.572), (524.218, 258.992), (402.13, 329.803), (381.986, 339.57), (418.612, 335.907), (401.52, 368.26), (402.13, 412.212), (406.403, 486.075), (283.706, 377.417), (521.165, 365.819)]","{'Eye length ratio': 0.3392413104543228, 'Eye distance ratio': 0.48843849048512433, 'Nose ratio': 0.15482625671788158, 'Lip size ratio': 2.888300275032253, 'Lip length ratio': 0.5340190783552686, 'Eye-brow length ratio': 0.3392413104543228, 'Aggressive ratio': 0.9289766282594604}"
m-072-03.pts,m-072,"[(339.715, 277.782), (454.205, 273.202), (354.471, 408.555), (445.046, 404.484), (289.339, 266.078), (378.896, 258.954), (412.48, 258.445), (500.51, 251.322), (270.003, 283.888), (313.425, 283.708), (362.613, 281.852), (430.798, 280.835), (483.718, 277.782), (521.882, 270.658), (397.966, 346.439), (381.949, 355.126), (414.006, 354.109), (399.25, 394.307), (402.303, 419.241), (408.918, 494.55), (293.919, 406.52), (510.687, 400.922)]","{'Eye length ratio': 0.3561877973528533, 'Eye distance ratio': 0.4861321918380006, 'Nose ratio': 0.147911306894147, 'Lip size ratio': 3.609302086703751, 'Lip length ratio': 0.41812547585036547, 'Eye-brow length ratio': 0.3561877973528533, 'Aggressive ratio': 1.003872670315875}"
m-072-05.pts,m-072,"[(335.696, 265.215), (450.532, 261.57), (353.924, 395.544), (439.595, 389.165), (289.215, 255.19), (369.418, 242.43), (411.342, 237.873), (495.19, 244.253), (271.899, 276.152), (312.911, 273.418), (358.481, 268.861), (428.658, 267.949), (472.405, 262.481), (517.063, 264.304), (394.937, 322.633), (379.443, 337.215), (413.165, 332.658), (398.582, 370.937), (401.316, 398.278), (401.316, 476.658), (292.861, 400.101), (501.57, 391.899)]","{'Eye length ratio': 0.34259660002139675, 'Eye distance ratio': 0.5059739308721609, 'Nose ratio': 0.16291709667445373, 'Lip size ratio': 3.126507614099952, 'Lip length ratio': 0.4112994573136772, 'Eye-brow length ratio': 0.34259660002139675, 'Aggressive ratio': 1.0157798675671434}"
m-073-01.pts,m-073,"[(304.497, 258.395), (433.822, 257.214), (311.268, 390.534), (432.358, 388.549), (255.024, 227.096), (339.059, 211.877), (396.626, 214.524), (488.601, 229.743), (219.292, 260.842), (273.79, 260.757), (332.252, 258.395), (404.886, 260.757), (462.167, 257.805), (522.4, 257.805), (365.527, 323.703), (349.646, 334.29), (385.377, 334.952), (369.497, 377.3), (369.616, 402.664), (371.482, 506.992), (233.188, 392.519), (517.054, 385.24)]","{'Eye length ratio': 0.3075502906921938, 'Eye distance ratio': 0.4803197410800224, 'Nose ratio': 0.12585300339757052, 'Lip size ratio': 4.774678120832424, 'Lip length ratio': 0.4264916289627733, 'Eye-brow length ratio': 0.3075502906921938, 'Aggressive ratio': 0.8863006552074083}"
m-073-02.pts,m-073,"[(323.307, 248.165), (451.708, 247.427), (318.142, 371.4), (456.873, 373.613), (271.831, 220.224), (368.423, 203.779), (409.619, 201.784), (502.881, 218.468), (239.183, 248.165), (292.314, 248.902), (349.135, 248.165), (426.618, 248.902), (481.225, 247.427), (533.619, 248.902), (388.245, 308.675), (369.059, 322.696), (412.597, 322.696), (388.659, 360.533), (387.508, 420.841), (391.935, 507.918), (245.086, 372.876), (530.667, 375.089)]","{'Eye length ratio': 0.33277721417505773, 'Eye distance ratio': 0.46236021822249057, 'Nose ratio': 0.15244954271088906, 'Lip size ratio': 2.300248502728871, 'Lip length ratio': 0.4858323341355342, 'Eye-brow length ratio': 0.33277721417505773, 'Aggressive ratio': 0.9217966232079369}"
m-073-03.pts,m-073,"[(311.604, 257.06), (440.47, 256.487), (322.853, 400.866), (432.464, 396.201), (259.302, 245.778), (354.92, 224.788), (393.401, 223.622), (494.266, 246.361), (227.235, 258.022), (280.874, 262.103), (341.51, 259.771), (412.97, 259.193), (469.004, 260.188), (522.252, 262.686), (378.993, 326.232), (359.584, 336.149), (395.659, 337.434), (378.825, 377.544), (378.242, 411.36), (378.825, 498.816), (248.224, 400.866), (510.008, 403.198)]","{'Eye length ratio': 0.35043219974958145, 'Eye distance ratio': 0.46338254473958973, 'Nose ratio': 0.1378863741459183, 'Lip size ratio': 3.243846829817067, 'Lip length ratio': 0.41907019762134884, 'Eye-brow length ratio': 0.35043219974958145, 'Aggressive ratio': 0.9241600462744046}"
m-073-05.pts,m-073,"[(305.62, 265.215), (433.215, 261.57), (314.734, 400.101), (433.215, 393.722), (250.025, 249.722), (342.076, 223.291), (394.937, 221.468), (484.253, 242.43), (226.329, 277.975), (280.101, 267.038), (332.962, 264.304), (402.228, 266.127), (457.823, 264.304), (515.241, 268.861), (371.241, 333.57), (353.924, 339.038), (389.468, 338.127), (371.241, 378.228), (373.975, 409.215), (373.975, 494.886), (242.734, 403.747), (504.304, 395.544)]","{'Eye length ratio': 0.3313218565892615, 'Eye distance ratio': 0.49684826143011224, 'Nose ratio': 0.13586497388564728, 'Lip size ratio': 3.81429127434063, 'Lip length ratio': 0.4533940979094424, 'Eye-brow length ratio': 0.3313218565892615, 'Aggressive ratio': 0.8949266085716058}"
m-074-01.pts,m-074,"[(333.765, 285.325), (450.223, 278.708), (342.367, 405.753), (459.487, 401.783), (287.447, 270.106), (364.203, 262.165), (417.139, 261.504), (492.572, 256.21), (267.596, 287.972), (307.959, 287.972), (360.895, 286.648), (428.387, 284.663), (479.338, 280.693), (523.671, 276.061), (399.273, 364.728), (378.76, 372.007), (421.109, 369.36), (397.288, 406.415), (397.288, 423.619), (400.596, 508.315), (286.785, 408.4), (515.069, 400.459)]","{'Eye length ratio': 0.3010147250543279, 'Eye distance ratio': 0.5041337423216231, 'Nose ratio': 0.18575982227440477, 'Lip size ratio': 6.811629036644553, 'Lip length ratio': 0.5130295142560246, 'Eye-brow length ratio': 0.3010147250543279, 'Aggressive ratio': 0.9858688208376299}"
m-074-02.pts,m-074,"[(335.621, 284.61), (454.258, 279.865), (324.783, 391.324), (475.322, 385.42), (295.624, 271.73), (367.484, 264.272), (423.074, 263.594), (498.324, 260.883), (268.506, 288.678), (306.335, 288.013), (363.894, 289.489), (425.88, 286.537), (487.129, 280.634), (528.83, 274.441), (399.346, 362.572), (373.585, 370.707), (422.347, 368.764), (397.99, 396.468), (398.973, 434.103), (402.058, 511.716), (278.675, 389.011), (524.085, 380.198)]","{'Eye length ratio': 0.28881879050992953, 'Eye distance ratio': 0.49584596939772707, 'Nose ratio': 0.1987256377268218, 'Lip size ratio': 4.00168372021349, 'Lip length ratio': 0.6134944790991894, 'Eye-brow length ratio': 0.28881879050992953, 'Aggressive ratio': 0.9181979949990502}"
m-074-03.pts,m-074,"[(336.25, 292.289), (453.717, 290.534), (340.377, 421.031), (454.237, 420.511), (286.307, 277.537), (368.972, 272.338), (419.403, 274.417), (505.188, 273.897), (268.63, 295.733), (303.464, 295.733), (360.134, 295.213), (427.202, 295.733), (482.312, 290.014), (528.063, 287.415), (396.498, 375.175), (374.691, 384.117), (412.124, 384.637), (392.888, 421.031), (396.007, 447.546), (397.047, 509.935), (291.506, 417.911), (510.907, 417.392)]","{'Eye length ratio': 0.33049965218697647, 'Eye distance ratio': 0.5187817349753139, 'Nose ratio': 0.17063052068967333, 'Lip size ratio': 4.264812779870188, 'Lip length ratio': 0.5189623969330521, 'Eye-brow length ratio': 0.33049965218697647, 'Aggressive ratio': 0.9930271850151082}"
m-074-05.pts,m-074,"[(334.785, 287.089), (455.089, 280.709), (337.519, 412.861), (454.177, 410.127), (287.392, 273.418), (360.304, 262.481), (416.81, 261.57), (502.481, 266.127), (270.076, 296.203), (309.266, 289.823), (355.747, 290.734), (428.658, 287.089), (476.051, 283.443), (523.443, 284.354), (394.025, 368.203), (370.329, 374.582), (422.278, 370.025), (395.848, 405.57), (394.937, 438.38), (394.937, 509.468), (289.215, 416.506), (510.684, 412.861)]","{'Eye length ratio': 0.33823840061120536, 'Eye distance ratio': 0.5356304717400293, 'Nose ratio': 0.2354344266798707, 'Lip size ratio': 3.5551684776223995, 'Lip length ratio': 0.5268196977687949, 'Eye-brow length ratio': 0.33823840061120536, 'Aggressive ratio': 1.0032418218816503}"
m-075-01.pts,m-075,"[(317.885, 251.578), (421.109, 247.608), (333.104, 373.33), (416.477, 372.668), (272.228, 236.359), (355.601, 227.096), (387.362, 221.802), (457.502, 215.847), (245.431, 258.869), (293.402, 254.887), (341.706, 250.917), (403.243, 248.932), (448.238, 248.27), (483.97, 249.593), (376.114, 309.807), (356.924, 318.409), (393.427, 318.398), (378.76, 362.743), (380.084, 383.255), (380.084, 452.071), (268.258, 376.638), (470.736, 370.683)]","{'Eye length ratio': 0.35140015861446483, 'Eye distance ratio': 0.45778415214108453, 'Nose ratio': 0.18020340305551136, 'Lip size ratio': 4.056283216001523, 'Lip length ratio': 0.4115982589436901, 'Eye-brow length ratio': 0.35140015861446483, 'Aggressive ratio': 1.010943512609956}"
m-075-02.pts,m-075,"[(318.056, 248.354), (420.108, 245.437), (324.096, 357.148), (425.107, 349.691), (270.934, 230.363), (347.573, 221.258), (395.31, 218.158), (466.606, 224.978), (248.999, 256.596), (293.59, 252.748), (339.011, 245.968), (399.346, 245.968), (445.445, 245.968), (483.345, 246.677), (375.471, 303.093), (356.252, 313.013), (392.83, 313.013), (376.091, 350.211), (377.951, 387.408), (379.811, 456.224), (264.498, 361.37), (475.285, 347.111)]","{'Eye length ratio': 0.3290387671047728, 'Eye distance ratio': 0.5191873751134423, 'Nose ratio': 0.1731349410257055, 'Lip size ratio': 2.7195603583031027, 'Lip length ratio': 0.47941725677578934, 'Eye-brow length ratio': 0.3290387671047728, 'Aggressive ratio': 1.013770555553366}"
m-075-03.pts,m-075,"[(326.572, 259.904), (430.076, 252.846), (341.157, 385.049), (431.957, 381.285), (281.407, 246.26), (358.564, 237.321), (396.672, 234.028), (474.77, 232.616), (256.943, 265.549), (301.32, 264.19), (350.096, 258.963), (402.788, 258.022), (462.538, 254.728), (491.237, 251.435), (382.558, 322.947), (367.503, 329.533), (398.554, 329.063), (383.499, 376.58), (383.97, 395.869), (388.674, 470.674), (283.289, 385.049), (482.298, 377.992)]","{'Eye length ratio': 0.3327845309394255, 'Eye distance ratio': 0.49439987203307495, 'Nose ratio': 0.15594797362321583, 'Lip size ratio': 4.709985066375966, 'Lip length ratio': 0.4563657849364675, 'Eye-brow length ratio': 0.3327845309394255, 'Aggressive ratio': 1.0806645309150127}"
m-075-05.pts,m-075,"[(326.275, 254.118), (431.686, 249.098), (336.314, 377.098), (424.157, 373.333), (278.588, 242.824), (361.412, 234.039), (396.549, 231.529), (473.098, 232.784), (253.49, 266.667), (301.176, 259.137), (350.118, 257.882), (404.078, 251.608), (453.02, 249.098), (491.922, 260.392), (384.0, 314.353), (365.176, 319.373), (402.824, 320.627), (385.255, 363.294), (384.0, 387.137), (384.0, 456.157), (281.098, 383.373), (474.353, 378.353)]","{'Eye length ratio': 0.3491971419271865, 'Eye distance ratio': 0.48212920331847353, 'Nose ratio': 0.1948522753193089, 'Lip size ratio': 3.6825106801132095, 'Lip length ratio': 0.45480841133555566, 'Eye-brow length ratio': 0.3491971419271865, 'Aggressive ratio': 1.0404971870626654}"
m-076-03.pts,m-076,"[(306.221, 278.989), (418.857, 278.026), (317.292, 394.031), (416.45, 393.068), (256.161, 265.511), (350.505, 260.698), (381.312, 254.921), (469.88, 262.623), (242.202, 278.026), (283.117, 282.358), (335.102, 282.358), (393.827, 281.396), (448.219, 279.952), (483.839, 278.026), (359.651, 340.601), (345.692, 350.228), (380.349, 350.228), (362.058, 385.848), (363.502, 414.729), (363.502, 484.043), (250.866, 388.736), (480.469, 389.699)]","{'Eye length ratio': 0.3909446354009619, 'Eye distance ratio': 0.5062955546770048, 'Nose ratio': 0.15094182207338191, 'Lip size ratio': 3.4292082422439707, 'Lip length ratio': 0.43188374681854086, 'Eye-brow length ratio': 0.3909446354009619, 'Aggressive ratio': 0.8870657063421583}"
m-076-05.pts,m-076,"[(317.468, 272.506), (429.57, 270.684), (333.873, 390.987), (424.101, 388.253), (271.899, 257.924), (356.658, 246.987), (407.696, 241.519), (477.873, 251.544), (254.582, 281.62), (300.152, 276.152), (344.81, 277.063), (407.696, 274.329), (451.443, 274.329), (491.544, 282.532), (378.532, 332.658), (359.392, 342.684), (400.405, 339.949), (379.443, 371.848), (380.354, 406.481), (379.443, 476.658), (264.608, 389.165), (482.43, 387.342)]","{'Eye length ratio': 0.3606531417226536, 'Eye distance ratio': 0.5428782676499939, 'Nose ratio': 0.18869835329950305, 'Lip size ratio': 2.605555352677067, 'Lip length ratio': 0.4144037367344252, 'Eye-brow length ratio': 0.3606531417226536, 'Aggressive ratio': 0.9299809929679277}"
w-001-01.pts,w-001,"[(346.514, 245.016), (458.175, 240.339), (364.541, 369.968), (453.225, 369.427), (302.668, 214.032), (386.268, 216.37), (431.867, 214.616), (507.867, 209.94), (288.053, 252.032), (313.776, 252.616), (374.576, 244.432), (433.621, 247.355), (493.252, 244.432), (518.39, 245.601), (402.637, 310.493), (389.775, 319.262), (419.591, 319.262), (407.172, 358.089), (407.278, 386.609), (407.314, 446.707), (312.022, 369.538), (506.113, 368.954)]","{'Eye length ratio': 0.3629469370974279, 'Eye distance ratio': 0.5443511110146726, 'Nose ratio': 0.15361796802447242, 'Lip size ratio': 3.109573547788673, 'Lip length ratio': 0.4569261257105035, 'Eye-brow length ratio': 0.3629469370974279, 'Aggressive ratio': 1.0557225841927138}"
w-001-02.pts,w-001,"[(351.765, 234.648), (465.511, 240.796), (341.928, 341.015), (464.281, 347.778), (303.808, 222.966), (389.885, 220.506), (427.565, 218.509), (509.083, 218.733), (285.362, 243.255), (318.564, 240.796), (381.892, 240.181), (437.228, 241.411), (491.949, 240.181), (525.765, 237.107), (402.182, 307.199), (384.352, 312.732), (419.398, 312.732), (405.871, 342.86), (405.871, 383.439), (405.871, 449.842), (298.889, 343.474), (515.313, 346.549)]","{'Eye length ratio': 0.35808205198983795, 'Eye distance ratio': 0.5053086448465661, 'Nose ratio': 0.1619157907876844, 'Lip size ratio': 3.019782847013392, 'Lip length ratio': 0.5661451652906967, 'Eye-brow length ratio': 0.35808205198983795, 'Aggressive ratio': 0.9749680760385143}"
w-001-03.pts,w-001,"[(344.417, 260.384), (457.844, 257.789), (356.911, 389.634), (449.255, 388.392), (302.16, 228.505), (379.631, 241.85), (416.273, 244.316), (496.53, 221.046), (282.353, 265.412), (311.427, 266.685), (373.7, 264.461), (430.044, 267.056), (495.283, 264.461), (524.549, 262.902), (402.824, 339.451), (385.405, 349.742), (414.848, 347.843), (405.333, 375.843), (404.078, 408.471), (406.3, 460.868), (313.221, 392.483), (499.855, 388.684)]","{'Eye length ratio': 0.345001314742093, 'Eye distance ratio': 0.47699702830757074, 'Nose ratio': 0.1580530146632595, 'Lip size ratio': 2.828371683087936, 'Lip length ratio': 0.4947288553541935, 'Eye-brow length ratio': 0.345001314742093, 'Aggressive ratio': 1.066541407529018}"
w-001-05.pts,w-001,"[(346.633, 245.165), (458.734, 238.785), (365.772, 370.025), (445.975, 367.291), (297.412, 229.02), (380.354, 223.291), (417.722, 218.734), (506.127, 218.734), (283.747, 257.013), (315.646, 252.456), (371.241, 246.987), (432.304, 245.165), (486.987, 242.43), (512.506, 246.987), (401.316, 315.342), (389.468, 318.987), (419.544, 318.987), (407.696, 353.62), (408.608, 381.873), (409.519, 440.203), (315.646, 376.405), (504.304, 370.025)]","{'Eye length ratio': 0.3860841088915017, 'Eye distance ratio': 0.5383259244206811, 'Nose ratio': 0.1593296685903762, 'Lip size ratio': 2.8389129916497717, 'Lip length ratio': 0.425127671710533, 'Eye-brow length ratio': 0.3860841088915017, 'Aggressive ratio': 1.0434680684856652}"
w-002-01.pts,w-002,"[(348.45, 259.411), (451.197, 263.313), (357.554, 370.829), (437.758, 373.864), (306.831, 237.301), (379.879, 234.773), (423.451, 232.099), (488.047, 238.602), (287.755, 258.544), (327.207, 259.845), (368.392, 262.446), (427.353, 264.614), (472.44, 262.446), (505.822, 261.579), (397.005, 311.869), (383.132, 324.441), (412.179, 325.308), (396.841, 359.265), (396.08, 383.82), (393.104, 443.663), (297.726, 368.662), (497.152, 372.997)]","{'Eye length ratio': 0.335147695919938, 'Eye distance ratio': 0.515370103525911, 'Nose ratio': 0.145683477196599, 'Lip size ratio': 3.267069276839226, 'Lip length ratio': 0.40236703130018725, 'Eye-brow length ratio': 0.335147695919938, 'Aggressive ratio': 0.9168864308412717}"
w-002-02.pts,w-002,"[(332.224, 248.589), (434.748, 254.166), (321.35, 345.47), (433.699, 354.307), (291.901, 225.425), (364.826, 220.706), (404.291, 220.277), (477.216, 233.575), (270.453, 247.731), (308.202, 249.447), (354.102, 252.879), (413.728, 255.452), (457.483, 256.739), (487.082, 247.731), (378.982, 294.918), (361.823, 309.503), (394.854, 309.932), (378.155, 334.53), (379.411, 381.141), (374.692, 448.918), (278.603, 361.408), (479.361, 369.558)]","{'Eye length ratio': 0.34218660306801413, 'Eye distance ratio': 0.5191192448136127, 'Nose ratio': 0.1644098803298173, 'Lip size ratio': 2.416921243613519, 'Lip length ratio': 0.5608905207084397, 'Eye-brow length ratio': 0.34218660306801413, 'Aggressive ratio': 0.9810572463360614}"
w-002-03.pts,w-002,"[(332.622, 258.664), (433.378, 262.179), (340.042, 367.622), (421.272, 370.356), (295.522, 234.452), (363.083, 232.889), (400.574, 235.233), (476.336, 243.043), (275.995, 259.836), (306.457, 261.789), (356.444, 263.351), (407.213, 266.084), (461.106, 266.084), (490.005, 266.084), (379.834, 314.405), (364.255, 321.539), (395.106, 322.711), (379.095, 354.734), (378.314, 376.995), (374.408, 449.242), (283.025, 369.574), (481.804, 374.261)]","{'Eye length ratio': 0.3557359422989659, 'Eye distance ratio': 0.5104565339691138, 'Nose ratio': 0.1552713057107283, 'Lip size ratio': 3.6488038621138488, 'Lip length ratio': 0.4087625596125175, 'Eye-brow length ratio': 0.3557359422989659, 'Aggressive ratio': 0.939259605976453}"
w-002-05.pts,w-002,"[(328.405, 261.57), (430.481, 261.57), (336.608, 371.848), (418.633, 370.937), (292.861, 240.608), (356.658, 236.051), (395.848, 236.051), (463.291, 239.696), (273.722, 269.772), (306.532, 261.57), (344.81, 265.215), (405.873, 266.127), (449.62, 264.304), (477.873, 268.861), (373.063, 318.987), (362.127, 324.456), (391.291, 324.456), (373.975, 357.266), (375.797, 381.873), (375.797, 443.848), (286.481, 367.291), (475.139, 370.937)]","{'Eye length ratio': 0.3308372424965678, 'Eye distance ratio': 0.5133942446217951, 'Nose ratio': 0.1545577460010842, 'Lip size ratio': 3.324505787599542, 'Lip length ratio': 0.43472709476667515, 'Eye-brow length ratio': 0.3308372424965678, 'Aggressive ratio': 0.9608224910903973}"
w-003-01.pts,w-003,"[(321.376, 275.416), (430.114, 270.154), (336.576, 388.246), (425.797, 383.065), (279.189, 261.795), (353.773, 250.948), (395.916, 246.242), (467.795, 247.47), (263.49, 283.024), (299.745, 280.677), (345.037, 277.714), (405.888, 274.276), (453.498, 269.57), (478.636, 267.231), (379.054, 328.645), (365.197, 341.434), (394.943, 339.679), (382.163, 373.861), (383.808, 399.296), (385.978, 460.518), (282.792, 393.507), (486.821, 377.723)]","{'Eye length ratio': 0.34937385755007033, 'Eye distance ratio': 0.5366383075856038, 'Nose ratio': 0.14561144983375174, 'Lip size ratio': 3.506387833778099, 'Lip length ratio': 0.43672743204599895, 'Eye-brow length ratio': 0.34937385755007033, 'Aggressive ratio': 0.915430822418286}"
w-003-02.pts,w-003,"[(324.097, 271.538), (431.694, 263.545), (333.32, 369.298), (439.687, 360.69), (285.977, 260.471), (352.995, 244.485), (396.034, 238.337), (467.355, 239.566), (276.755, 277.072), (304.422, 276.457), (352.38, 269.694), (406.486, 266.005), (457.518, 262.93), (481.496, 261.701), (382.507, 321.34), (366.521, 331.792), (400.338, 330.563), (383.737, 358.845), (387.426, 395.736), (391.115, 457.22), (284.748, 375.446), (491.949, 359.46)]","{'Eye length ratio': 0.3474214285349157, 'Eye distance ratio': 0.5504695448033456, 'Nose ratio': 0.16283251102156487, 'Lip size ratio': 2.878348823045917, 'Lip length ratio': 0.5135040207587377, 'Eye-brow length ratio': 0.3474214285349157, 'Aggressive ratio': 0.9214113706964656}"
w-003-03.pts,w-003,"[(323.97, 277.575), (432.473, 269.426), (345.413, 389.08), (429.9, 381.789), (279.797, 268.14), (356.993, 254.845), (389.158, 253.13), (473.215, 247.554), (270.791, 284.008), (300.974, 284.132), (350.56, 278.433), (407.599, 275.431), (456.426, 272.088), (486.081, 269.855), (378.865, 333.327), (366.428, 342.762), (395.591, 336.758), (385.727, 374.927), (388.3, 401.088), (392.16, 455.554), (286.659, 392.511), (489.941, 378.358)]","{'Eye length ratio': 0.39045147445506745, 'Eye distance ratio': 0.5253249389617631, 'Nose ratio': 0.1461158785367279, 'Lip size ratio': 3.2259399796697448, 'Lip length ratio': 0.41615209323297364, 'Eye-brow length ratio': 0.39045147445506745, 'Aggressive ratio': 0.8928548041209307}"
w-003-05.pts,w-003,"[(332.051, 275.241), (441.418, 268.861), (353.013, 385.519), (428.658, 381.873), (286.481, 268.861), (364.861, 247.899), (407.696, 249.722), (478.785, 257.013), (281.013, 287.089), (313.823, 279.797), (352.101, 276.152), (421.367, 274.329), (460.557, 272.506), (491.544, 280.709), (390.38, 332.658), (373.975, 339.949), (407.696, 338.127), (392.203, 368.203), (396.759, 396.456), (396.759, 453.873), (288.304, 386.43), (490.633, 380.962)]","{'Eye length ratio': 0.38520413039727563, 'Eye distance ratio': 0.5586935267918942, 'Nose ratio': 0.16684638076244296, 'Lip size ratio': 2.646336274393643, 'Lip length ratio': 0.3741686771260907, 'Eye-brow length ratio': 0.38520413039727563, 'Aggressive ratio': 0.9053526815374605}"
w-004-01.pts,w-004,"[(330.158, 264.661), (439.702, 262.773), (345.439, 375.502), (430.887, 371.491), (284.358, 240.108), (357.544, 232.554), (397.679, 236.803), (482.198, 238.22), (276.803, 269.855), (307.966, 266.55), (353.295, 265.606), (417.038, 263.717), (465.2, 261.828), (502.973, 255.218), (382.569, 321.794), (368.404, 331.71), (395.318, 331.71), (385.349, 366.438), (386.354, 387.031), (387.291, 448.808), (299.467, 379.399), (498.724, 368.539)]","{'Eye length ratio': 0.37296906201398583, 'Eye distance ratio': 0.5250251935479391, 'Nose ratio': 0.13487162082756218, 'Lip size ratio': 4.149002111327947, 'Lip length ratio': 0.42866909645347534, 'Eye-brow length ratio': 0.37296906201398583, 'Aggressive ratio': 0.9337359098566859}"
w-004-02.pts,w-004,"[(319.793, 264.16), (428.005, 264.775), (319.179, 365.609), (429.235, 364.994), (279.214, 242.026), (351.765, 235.877), (392.345, 236.492), (469.2, 242.026), (265.688, 266.619), (298.274, 266.005), (346.232, 263.545), (405.256, 264.775), (450.14, 264.775), (493.793, 259.241), (372.055, 320.725), (356.069, 328.718), (389.885, 328.718), (373.285, 355.771), (375.129, 392.662), (380.048, 451.686), (280.444, 364.379), (485.8, 364.994)]","{'Eye length ratio': 0.3376239344369535, 'Eye distance ratio': 0.5051320821685169, 'Nose ratio': 0.1646693953727469, 'Lip size ratio': 2.9796016725641197, 'Lip length ratio': 0.5359338162779953, 'Eye-brow length ratio': 0.3376239344369535, 'Aggressive ratio': 0.9308468684086205}"
w-004-03.pts,w-004,"[(335.584, 260.285), (443.4, 270.046), (335.14, 373.426), (422.99, 380.081), (297.78, 230.215), (370.635, 234.995), (408.349, 240.763), (487.769, 248.749), (281.897, 257.623), (308.519, 261.173), (358.656, 266.053), (420.328, 272.265), (469.134, 274.927), (505.517, 274.927), (375.959, 324.62), (367.973, 333.494), (391.932, 333.937), (379.509, 366.77), (378.178, 392.504), (372.854, 449.297), (292.546, 369.433), (486.882, 383.187)]","{'Eye length ratio': 0.35588316430505507, 'Eye distance ratio': 0.5104946553665771, 'Nose ratio': 0.1229998767848834, 'Lip size ratio': 3.4189829136986725, 'Lip length ratio': 0.4522161912924648, 'Eye-brow length ratio': 0.35588316430505507, 'Aggressive ratio': 0.9433899472821664}"
