File,Features
m-066-01.pts,"{'Eye length ratio': 0.18355503237728701, 'Eye distance ratio': 0.26902069398692463, 'Nose ratio': 0.13561258772322612, 'Lip size ratio': 7.936170317084765, 'Lip length ratio': 0.4291436374795793, 'Eye-brow length ratio': 0.3084850854064095, 'Aggressive ratio left': 0.8747175210996149, 'Jaw line ratio': 0.6155812111668839, 'Jaw horizontal length ratio': 0.3531723397798749, 'Nose tip to lips distance': 54.649197844067224, 'Lower lips to chin distance': 89.7508935331565, 'Nose tip to chin': 158.04249368128814}"
m-066-02.pts,"{'Eye length ratio': 0.19858078354306344, 'Eye distance ratio': 0.25156720098196306, 'Nose ratio': 0.14702294040173686, 'Lip size ratio': 3.9973320763304483, 'Lip length ratio': 0.4737615265022155, 'Eye-brow length ratio': 0.32724057111565835, 'Aggressive ratio left': 0.9136660502121869, 'Jaw line ratio': 0.6563751466730176, 'Jaw horizontal length ratio': 0.35009450097630646, 'Nose tip to lips distance': 55.02205962157359, 'Lower lips to chin distance': 90.33349736393475, 'Nose tip to chin': 175.92894432127991}"
m-066-03.pts,"{'Eye length ratio': 0.21232296698230774, 'Eye distance ratio': 0.23282714042033234, 'Nose ratio': 0.12777398180264074, 'Lip size ratio': 4.323877910084604, 'Lip length ratio': 0.42857659818980093, 'Eye-brow length ratio': 0.3355180553457884, 'Aggressive ratio left': 0.9299579622252966, 'Jaw line ratio': 0.6203314137415933, 'Jaw horizontal length ratio': 0.33002659876484153, 'Nose tip to lips distance': 61.50400000000002, 'Lower lips to chin distance': 82.46064501930606, 'Nose tip to chin': 168.67539973866968}"
m-066-05.pts,"{'Eye length ratio': 0.19333824550218912, 'Eye distance ratio': 0.27231946378742033, 'Nose ratio': 0.15225040623459826, 'Lip size ratio': 4.1382419844106755, 'Lip length ratio': 0.42434534800114704, 'Eye-brow length ratio': 0.3567459723774681, 'Aggressive ratio left': 0.9118381068267154, 'Jaw line ratio': 0.6240059440291574, 'Jaw horizontal length ratio': 0.32950649228042, 'Nose tip to lips distance': 54.87254994986108, 'Lower lips to chin distance': 79.291, 'Nose tip to chin': 158.71024656587235}"
m-067-01.pts,"{'Eye length ratio': 0.19314012407484066, 'Eye distance ratio': 0.2694732042203166, 'Nose ratio': 0.15369744663046347, 'Lip size ratio': 4.194413747775438, 'Lip length ratio': 0.43332418555722324, 'Eye-brow length ratio': 0.32628858575064423, 'Aggressive ratio left': 0.981871829365845, 'Jaw line ratio': 0.6608835096948116, 'Jaw horizontal length ratio': 0.3626227683667181, 'Nose tip to lips distance': 51.07195420189048, 'Lower lips to chin distance': 83.97545899249374, 'Nose tip to chin': 158.90427197844616}"
m-067-02.pts,"{'Eye length ratio': 0.21948123954807847, 'Eye distance ratio': 0.2538646741778161, 'Nose ratio': 0.16086435483346434, 'Lip size ratio': 3.2024273709443567, 'Lip length ratio': 0.4955648665463872, 'Eye-brow length ratio': 0.3289884254378764, 'Aggressive ratio left': 0.9384854332143492, 'Jaw line ratio': 0.688786203296817, 'Jaw horizontal length ratio': 0.32138802642899333, 'Nose tip to lips distance': 45.35114525566027, 'Lower lips to chin distance': 77.04147341529756, 'Nose tip to chin': 159.47478848394815}"
m-067-03.pts,"{'Eye length ratio': 0.20846586117175167, 'Eye distance ratio': 0.25488292043977384, 'Nose ratio': 0.12477871464543994, 'Lip size ratio': 5.094424123240301, 'Lip length ratio': 0.3962303795359313, 'Eye-brow length ratio': 0.3326688150817375, 'Aggressive ratio left': 0.986484211351682, 'Jaw line ratio': 0.6448761404102287, 'Jaw horizontal length ratio': 0.36267847663767633, 'Nose tip to lips distance': 55.63972095544691, 'Lower lips to chin distance': 83.08417077879513, 'Nose tip to chin': 156.49228403343085}"
m-067-05.pts,"{'Eye length ratio': 0.204427464616667, 'Eye distance ratio': 0.27206107651093625, 'Nose ratio': 0.1670598476711117, 'Lip size ratio': 4.093995562491368, 'Lip length ratio': 0.46321725737902497, 'Eye-brow length ratio': 0.33191258587258227, 'Aggressive ratio left': 1.030264483271112, 'Jaw line ratio': 0.6740435004215686, 'Jaw horizontal length ratio': 0.3831684717384833, 'Nose tip to lips distance': 46.703850055429044, 'Lower lips to chin distance': 83.84800000000001, 'Nose tip to chin': 155.1084544762148}"
m-068-01.pts,"{'Eye length ratio': 0.1932851135236592, 'Eye distance ratio': 0.25446760290382114, 'Nose ratio': 0.15316781232214238, 'Lip size ratio': 3.7759736580094927, 'Lip length ratio': 0.3886968286003605, 'Eye-brow length ratio': 0.3480589748526415, 'Aggressive ratio left': 0.9619418878818481, 'Jaw line ratio': 0.6703401126377566, 'Jaw horizontal length ratio': 0.3502305713368092, 'Nose tip to lips distance': 53.99892230406087, 'Lower lips to chin distance': 84.12312301026394, 'Nose tip to chin': 162.77730323973302}"
m-068-02.pts,"{'Eye length ratio': 0.20461248254730102, 'Eye distance ratio': 0.250159811148152, 'Nose ratio': 0.16551065810551588, 'Lip size ratio': 3.1741192078215255, 'Lip length ratio': 0.5047770308264916, 'Eye-brow length ratio': 0.3835741590223687, 'Aggressive ratio left': 0.92993801600183, 'Jaw line ratio': 0.6743245467856672, 'Jaw horizontal length ratio': 0.3000213077831084, 'Nose tip to lips distance': 46.121075713820886, 'Lower lips to chin distance': 73.7748413078605, 'Nose tip to chin': 158.8308706297362}"
m-068-03.pts,"{'Eye length ratio': 0.21699309697163102, 'Eye distance ratio': 0.2497131731681447, 'Nose ratio': 0.14905676497903372, 'Lip size ratio': 3.7883037606425036, 'Lip length ratio': 0.4126070107066869, 'Eye-brow length ratio': 0.40011723557741646, 'Aggressive ratio left': 0.8739910413830004, 'Jaw line ratio': 0.6198352608678495, 'Jaw horizontal length ratio': 0.25361715078842256, 'Nose tip to lips distance': 51.61491660363308, 'Lower lips to chin distance': 59.71290035662314, 'Nose tip to chin': 136.89115437090888}"
m-068-05.pts,"{'Eye length ratio': 0.20531054254114198, 'Eye distance ratio': 0.26259685394446264, 'Nose ratio': 0.1720471992308555, 'Lip size ratio': 3.3923760851288165, 'Lip length ratio': 0.44800042133352064, 'Eye-brow length ratio': 0.39982334939628916, 'Aggressive ratio left': 0.9899532177655407, 'Jaw line ratio': 0.6560510585925113, 'Jaw horizontal length ratio': 0.3400029844457708, 'Nose tip to lips distance': 49.223430863766524, 'Lower lips to chin distance': 77.469, 'Nose tip to chin': 156.77059969586134}"
m-069-01.pts,"{'Eye length ratio': 0.20003281082895863, 'Eye distance ratio': 0.27153155622530356, 'Nose ratio': 0.1533717027793105, 'Lip size ratio': 4.383942475265017, 'Lip length ratio': 0.45507195047762894, 'Eye-brow length ratio': 0.29580912782700347, 'Aggressive ratio left': 1.0003997884992921, 'Jaw line ratio': 0.6303168418631976, 'Jaw horizontal length ratio': 0.31048381262243624, 'Nose tip to lips distance': 50.96610648264196, 'Lower lips to chin distance': 67.73627396011683, 'Nose tip to chin': 141.30927728921412}"
m-069-02.pts,"{'Eye length ratio': 0.20943324726020535, 'Eye distance ratio': 0.2701061387180203, 'Nose ratio': 0.150134121671877, 'Lip size ratio': 2.827398885262504, 'Lip length ratio': 0.531046298649702, 'Eye-brow length ratio': 0.338175476136936, 'Aggressive ratio left': 1.001076793855295, 'Jaw line ratio': 0.7208721691206427, 'Jaw horizontal length ratio': 0.3246274651894668, 'Nose tip to lips distance': 41.47732181566209, 'Lower lips to chin distance': 75.03755301180867, 'Nose tip to chin': 159.92219510749592}"
m-069-03.pts,"{'Eye length ratio': 0.2336572793253069, 'Eye distance ratio': 0.2598443772989242, 'Nose ratio': 0.17015908203866423, 'Lip size ratio': 3.2634309678206623, 'Lip length ratio': 0.5039525629505841, 'Eye-brow length ratio': 0.34531440155754534, 'Aggressive ratio left': 1.064354087491062, 'Jaw line ratio': 0.690395695926595, 'Jaw horizontal length ratio': 0.30097062507574773, 'Nose tip to lips distance': 45.70926200454345, 'Lower lips to chin distance': 63.64348010597785, 'Nose tip to chin': 141.83481554258813}"
m-069-05.pts,"{'Eye length ratio': 0.203393862365894, 'Eye distance ratio': 0.288398940711404, 'Nose ratio': 0.17085949506828077, 'Lip size ratio': 3.276849009910865, 'Lip length ratio': 0.4916883088943735, 'Eye-brow length ratio': 0.3309496773525548, 'Aggressive ratio left': 1.0178139803647144, 'Jaw line ratio': 0.6491362876623883, 'Jaw horizontal length ratio': 0.30668617974729806, 'Nose tip to lips distance': 44.209777300954606, 'Lower lips to chin distance': 65.62099999999998, 'Nose tip to chin': 141.6213381944967}"
m-070-01.pts,"{'Eye length ratio': 0.18214014912010806, 'Eye distance ratio': 0.29085521250916335, 'Nose ratio': 0.15586629169413002, 'Lip size ratio': 4.940948553625674, 'Lip length ratio': 0.4511123174184619, 'Eye-brow length ratio': 0.3261489828624084, 'Aggressive ratio left': 1.0011370681169478, 'Jaw line ratio': 0.6763642499049068, 'Jaw horizontal length ratio': 0.3750018210471496, 'Nose tip to lips distance': 55.26660721448349, 'Lower lips to chin distance': 80.28334941318779, 'Nose tip to chin': 155.0888176562063}"
m-070-02.pts,"{'Eye length ratio': 0.2010744055936654, 'Eye distance ratio': 0.2707370103861988, 'Nose ratio': 0.1821527295758914, 'Lip size ratio': 2.574079423869608, 'Lip length ratio': 0.5413116791197171, 'Eye-brow length ratio': 0.33093026573821777, 'Aggressive ratio left': 0.9587578731426493, 'Jaw line ratio': 0.7189368019699242, 'Jaw horizontal length ratio': 0.27943511406244637, 'Nose tip to lips distance': 41.947100984454245, 'Lower lips to chin distance': 60.45234389169705, 'Nose tip to chin': 147.83428037163776}"
m-070-03.pts,"{'Eye length ratio': 0.21107794227803622, 'Eye distance ratio': 0.261023870695907, 'Nose ratio': 0.16631625804735747, 'Lip size ratio': 4.290494257742844, 'Lip length ratio': 0.5097432047398937, 'Eye-brow length ratio': 0.3574780304975398, 'Aggressive ratio left': 0.9886765800066633, 'Jaw line ratio': 0.6994722587150543, 'Jaw horizontal length ratio': 0.30459556914163893, 'Nose tip to lips distance': 54.95850129870721, 'Lower lips to chin distance': 64.04848319827722, 'Nose tip to chin': 143.9744533762848}"
m-070-05.pts,"{'Eye length ratio': 0.1787230575360819, 'Eye distance ratio': 0.29385591912494907, 'Nose ratio': 0.16792255101581643, 'Lip size ratio': 2.80042455018045, 'Lip length ratio': 0.4934711744698934, 'Eye-brow length ratio': 0.3774585994018511, 'Aggressive ratio left': 1.0118472628879496, 'Jaw line ratio': 0.6678611408297788, 'Jaw horizontal length ratio': 0.3083727270090774, 'Nose tip to lips distance': 49.425524519219856, 'Lower lips to chin distance': 63.798, 'Nose tip to chin': 149.5384506071933}"
m-071-01.pts,"{'Eye length ratio': 0.19078944522233485, 'Eye distance ratio': 0.30073506671855244, 'Nose ratio': 0.1442048103672687, 'Lip size ratio': 3.3298258088438586, 'Lip length ratio': 0.34676800558352266, 'Eye-brow length ratio': 0.33549152774062807, 'Aggressive ratio left': 0.9727709176937921, 'Jaw line ratio': 0.6555292600973303, 'Jaw horizontal length ratio': 0.3521465368795213, 'Nose tip to lips distance': 55.54074152367794, 'Lower lips to chin distance': 86.57259882895974, 'Nose tip to chin': 167.7090413334952}"
m-071-02.pts,"{'Eye length ratio': 0.22214422915826337, 'Eye distance ratio': 0.263557945441151, 'Nose ratio': 0.14979383904151214, 'Lip size ratio': 3.7109108800498856, 'Lip length ratio': 0.4733815517675696, 'Eye-brow length ratio': 0.34465847871140526, 'Aggressive ratio left': 0.9152923514746465, 'Jaw line ratio': 0.6830106181045845, 'Jaw horizontal length ratio': 0.35375672876300135, 'Nose tip to lips distance': 47.595325862945806, 'Lower lips to chin distance': 91.47132469796202, 'Nose tip to chin': 172.02335337098853}"
m-071-03.pts,"{'Eye length ratio': 0.24780682390975917, 'Eye distance ratio': 0.24272663332602334, 'Nose ratio': 0.14114635966164624, 'Lip size ratio': 4.168191579981325, 'Lip length ratio': 0.39047831933116894, 'Eye-brow length ratio': 0.3531808900267582, 'Aggressive ratio left': 0.9730682574728823, 'Jaw line ratio': 0.6585597603662634, 'Jaw horizontal length ratio': 0.36256731559572203, 'Nose tip to lips distance': 52.39570297266747, 'Lower lips to chin distance': 88.35050950051168, 'Nose tip to chin': 163.36277870126963}"
m-071-05.pts,"{'Eye length ratio': 0.22118627299841437, 'Eye distance ratio': 0.2584984342579559, 'Nose ratio': 0.15041491131595788, 'Lip size ratio': 2.996313645376114, 'Lip length ratio': 0.42861190626935675, 'Eye-brow length ratio': 0.36703943908163505, 'Aggressive ratio left': 0.9623009482833231, 'Jaw line ratio': 0.6548514835458595, 'Jaw horizontal length ratio': 0.3458427939899402, 'Nose tip to lips distance': 43.75650526493171, 'Lower lips to chin distance': 83.84799999999996, 'Nose tip to chin': 162.25105302894025}"
m-072-01.pts,"{'Eye length ratio': 0.18629627973941926, 'Eye distance ratio': 0.2877061892738598, 'Nose ratio': 0.1417144960181, 'Lip size ratio': 3.597536683769498, 'Lip length ratio': 0.40417780230703376, 'Eye-brow length ratio': 0.3427125041562195, 'Aggressive ratio left': 1.0019116263097803, 'Jaw line ratio': 0.6552284140586734, 'Jaw horizontal length ratio': 0.37675315403311405, 'Nose tip to lips distance': 50.19747918969638, 'Lower lips to chin distance': 83.26609031292392, 'Nose tip to chin': 158.27762521594775}"
m-072-02.pts,"{'Eye length ratio': 0.18246104947180064, 'Eye distance ratio': 0.28773017188303607, 'Nose ratio': 0.15482625671788158, 'Lip size ratio': 2.888300275032253, 'Lip length ratio': 0.5340190783552686, 'Eye-brow length ratio': 0.3392413104543228, 'Aggressive ratio left': 0.9289766282594604, 'Jaw line ratio': 0.6991956681182161, 'Jaw horizontal length ratio': 0.31120489128052653, 'Nose tip to lips distance': 38.4618375666062, 'Lower lips to chin distance': 73.98649402424742, 'Nose tip to chin': 156.33040815209304}"
m-072-03.pts,"{'Eye length ratio': 0.21016051773976135, 'Eye distance ratio': 0.27036279320181, 'Nose ratio': 0.147911306894147, 'Lip size ratio': 3.609302086703751, 'Lip length ratio': 0.41812547585036547, 'Eye-brow length ratio': 0.3561877973528533, 'Aggressive ratio left': 1.003872670315875, 'Jaw line ratio': 0.6678842714870838, 'Jaw horizontal length ratio': 0.3486389576628267, 'Nose tip to lips distance': 47.885217760807976, 'Lower lips to chin distance': 75.59896630245684, 'Nose tip to chin': 148.51536831250831}"
m-072-05.pts,"{'Eye length ratio': 0.18658488731006428, 'Eye distance ratio': 0.2859355923278486, 'Nose ratio': 0.16291709667445373, 'Lip size ratio': 3.126507614099952, 'Lip length ratio': 0.4112994573136772, 'Eye-brow length ratio': 0.34259660002139675, 'Aggressive ratio left': 1.0157798675671434, 'Jaw line ratio': 0.635578687115813, 'Jaw horizontal length ratio': 0.3752571539511183, 'Nose tip to lips distance': 48.44132988471727, 'Lower lips to chin distance': 78.38, 'Nose tip to chin': 154.15703767911478}"
m-073-01.pts,"{'Eye length ratio': 0.19302281356086273, 'Eye distance ratio': 0.23974539596953753, 'Nose ratio': 0.12585300339757052, 'Lip size ratio': 4.774678120832424, 'Lip length ratio': 0.4264916289627733, 'Eye-brow length ratio': 0.3075502906921938, 'Aggressive ratio left': 0.8863006552074083, 'Jaw line ratio': 0.6683194956384253, 'Jaw horizontal length ratio': 0.36746351499818514, 'Nose tip to lips distance': 53.74383042731513, 'Lower lips to chin distance': 104.34468620873804, 'Nose tip to chin': 183.38571249145886}"
m-073-02.pts,"{'Eye length ratio': 0.19299814367146648, 'Eye distance ratio': 0.2631684381748254, 'Nose ratio': 0.15244954271088906, 'Lip size ratio': 2.300248502728871, 'Lip length ratio': 0.4858323341355342, 'Eye-brow length ratio': 0.33277721417505773, 'Aggressive ratio left': 0.9217966232079369, 'Jaw line ratio': 0.6985612357565839, 'Jaw horizontal length ratio': 0.3052963753160402, 'Nose tip to lips distance': 51.85965252486754, 'Lower lips to chin distance': 87.1894618517628, 'Nose tip to chin': 199.2771666523789}"
m-073-03.pts,"{'Eye length ratio': 0.2056601653024734, 'Eye distance ratio': 0.24220098777052537, 'Nose ratio': 0.1378863741459183, 'Lip size ratio': 3.243846829817067, 'Lip length ratio': 0.41907019762134884, 'Eye-brow length ratio': 0.35043219974958145, 'Aggressive ratio left': 0.9241600462744046, 'Jaw line ratio': 0.6235840351347318, 'Jaw horizontal length ratio': 0.33407111702616954, 'Nose tip to lips distance': 51.31227502264926, 'Lower lips to chin distance': 87.45794317842144, 'Nose tip to chin': 172.58408176885834}"
m-073-05.pts,"{'Eye length ratio': 0.1924365339826106, 'Eye distance ratio': 0.23971151886298292, 'Nose ratio': 0.13586497388564728, 'Lip size ratio': 3.81429127434063, 'Lip length ratio': 0.4533940979094424, 'Eye-brow length ratio': 0.3313218565892615, 'Aggressive ratio left': 0.8949266085716058, 'Jaw line ratio': 0.6261912488949953, 'Jaw horizontal length ratio': 0.3273651519708094, 'Nose tip to lips distance': 44.658000000000015, 'Lower lips to chin distance': 85.67100000000005, 'Nose tip to chin': 161.33916639179716}"
m-074-01.pts,"{'Eye length ratio': 0.20656200560602683, 'Eye distance ratio': 0.263392601372136, 'Nose ratio': 0.18575982227440477, 'Lip size ratio': 6.811629036644553, 'Lip length ratio': 0.5130295142560246, 'Eye-brow length ratio': 0.3010147250543279, 'Aggressive ratio left': 0.9858688208376299, 'Jaw line ratio': 0.6885497210240699, 'Jaw horizontal length ratio': 0.3710699869268643, 'Nose tip to lips distance': 41.73423287901673, 'Lower lips to chin distance': 84.76057621323721, 'Nose tip to chin': 143.59309488272754}"
m-074-02.pts,"{'Eye length ratio': 0.23601736581086252, 'Eye distance ratio': 0.23802514144124698, 'Nose ratio': 0.1987256377268218, 'Lip size ratio': 4.00168372021349, 'Lip length ratio': 0.6134944790991894, 'Eye-brow length ratio': 0.28881879050992953, 'Aggressive ratio left': 0.9181979949990502, 'Jaw line ratio': 0.7305871053335607, 'Jaw horizontal length ratio': 0.31630435167202464, 'Nose tip to lips distance': 33.92311235721158, 'Lower lips to chin distance': 77.67428785640715, 'Nose tip to chin': 149.16865515248168}"
m-074-03.pts,"{'Eye length ratio': 0.2183349030701301, 'Eye distance ratio': 0.2583926056282387, 'Nose ratio': 0.17063052068967333, 'Lip size ratio': 4.264812779870188, 'Lip length ratio': 0.5189623969330521, 'Eye-brow length ratio': 0.33049965218697647, 'Aggressive ratio left': 0.9930271850151082, 'Jaw line ratio': 0.668752033537007, 'Jaw horizontal length ratio': 0.2843993099976959, 'Nose tip to lips distance': 45.99787860325734, 'Lower lips to chin distance': 62.39766759262722, 'Nose tip to chin': 134.76111828342772}"
m-074-05.pts,"{'Eye length ratio': 0.18740066646029488, 'Eye distance ratio': 0.2878131512342245, 'Nose ratio': 0.2354344266798707, 'Lip size ratio': 3.5551684776223995, 'Lip length ratio': 0.5268196977687949, 'Eye-brow length ratio': 0.33823840061120536, 'Aggressive ratio left': 1.0032418218816503, 'Jaw line ratio': 0.6806606445431554, 'Jaw horizontal length ratio': 0.3209405107214434, 'Nose tip to lips distance': 37.411442340546046, 'Lower lips to chin distance': 71.08800000000002, 'Nose tip to chin': 141.26794388324626}"
m-075-01.pts,"{'Eye length ratio': 0.2030287059600293, 'Eye distance ratio': 0.25791383324870937, 'Nose ratio': 0.18020340305551136, 'Lip size ratio': 4.056283216001523, 'Lip length ratio': 0.4115982589436901, 'Eye-brow length ratio': 0.35140015861446483, 'Aggressive ratio left': 1.010943512609956, 'Jaw line ratio': 0.6659056941860338, 'Jaw horizontal length ratio': 0.33972212754056624, 'Nose tip to lips distance': 53.00208875129354, 'Lower lips to chin distance': 68.81600000000003, 'Nose tip to chin': 142.31938236234726}"
m-075-02.pts,"{'Eye length ratio': 0.19653743547090874, 'Eye distance ratio': 0.25723087635604414, 'Nose ratio': 0.1731349410257055, 'Lip size ratio': 2.7195603583031027, 'Lip length ratio': 0.47941725677578934, 'Eye-brow length ratio': 0.3290387671047728, 'Aggressive ratio left': 1.013770555553366, 'Jaw line ratio': 0.7067443789508325, 'Jaw horizontal length ratio': 0.3258462827428569, 'Nose tip to lips distance': 47.12207894395152, 'Lower lips to chin distance': 68.84113200696221, 'Nose tip to chin': 153.19248924474067}"
m-075-03.pts,"{'Eye length ratio': 0.25494654422939345, 'Eye distance ratio': 0.22452575970637584, 'Nose ratio': 0.15594797362321583, 'Lip size ratio': 4.709985066375966, 'Lip length ratio': 0.4563657849364675, 'Eye-brow length ratio': 0.3327845309394255, 'Aggressive ratio left': 1.0806645309150127, 'Jaw line ratio': 0.6818785857073079, 'Jaw horizontal length ratio': 0.3763934060437595, 'Nose tip to lips distance': 53.641254366392275, 'Lower lips to chin distance': 74.95275606006754, 'Nose tip to chin': 147.85354911195063}"
m-075-05.pts,"{'Eye length ratio': 0.20546469414709428, 'Eye distance ratio': 0.22775766453800433, 'Nose ratio': 0.1948522753193089, 'Lip size ratio': 3.6825106801132095, 'Lip length ratio': 0.45480841133555566, 'Eye-brow length ratio': 0.3491971419271865, 'Aggressive ratio left': 1.0404971870626654, 'Jaw line ratio': 0.6519805049810476, 'Jaw horizontal length ratio': 0.35702427358048, 'Nose tip to lips distance': 48.95708841424291, 'Lower lips to chin distance': 69.01999999999998, 'Nose tip to chin': 141.80399999999997}"
m-076-03.pts,"{'Eye length ratio': 0.22517728781426058, 'Eye distance ratio': 0.2430624405350572, 'Nose ratio': 0.15094182207338191, 'Lip size ratio': 3.4292082422439707, 'Lip length ratio': 0.43188374681854086, 'Eye-brow length ratio': 0.3909446354009619, 'Aggressive ratio left': 0.8870657063421583, 'Jaw line ratio': 0.6544861957919241, 'Jaw horizontal length ratio': 0.3018836441467641, 'Nose tip to lips distance': 45.31097723510277, 'Lower lips to chin distance': 69.31400000000002, 'Nose tip to chin': 143.4936847565077}"
m-076-05.pts,"{'Eye length ratio': 0.18849840978916899, 'Eye distance ratio': 0.26563304140465455, 'Nose ratio': 0.18869835329950305, 'Lip size ratio': 2.605555352677067, 'Lip length ratio': 0.4144037367344252, 'Eye-brow length ratio': 0.3606531417226536, 'Aggressive ratio left': 0.9299809929679277, 'Jaw line ratio': 0.6627562175876348, 'Jaw horizontal length ratio': 0.32219176665234833, 'Nose tip to lips distance': 39.200586998156034, 'Lower lips to chin distance': 70.18291280646595, 'Nose tip to chin': 144.00288164130606}"
w-001-01.pts,"{'Eye length ratio': 0.26623788124582626, 'Eye distance ratio': 0.25655573571776047, 'Nose ratio': 0.15361796802447242, 'Lip size ratio': 3.109573547788673, 'Lip length ratio': 0.4569261257105035, 'Eye-brow length ratio': 0.3629469370974279, 'Aggressive ratio left': 1.0557225841927138, 'Jaw line ratio': 0.6477601440439036, 'Jaw horizontal length ratio': 0.3096369163772216, 'Nose tip to lips distance': 47.81156179210213, 'Lower lips to chin distance': 60.09801078238781, 'Nose tip to chin': 136.29427033078096}"
w-001-02.pts,"{'Eye length ratio': 0.2633506512052726, 'Eye distance ratio': 0.23016175980631723, 'Nose ratio': 0.1619157907876844, 'Lip size ratio': 3.019782847013392, 'Lip length ratio': 0.5661451652906967, 'Eye-brow length ratio': 0.35808205198983795, 'Aggressive ratio left': 0.9749680760385143, 'Jaw line ratio': 0.6969958567492053, 'Jaw horizontal length ratio': 0.3067880572868398, 'Nose tip to lips distance': 35.8512990280687, 'Lower lips to chin distance': 66.40299999999996, 'Nose tip to chin': 142.69069405535876}"
w-001-03.pts,"{'Eye length ratio': 0.26956301561398943, 'Eye distance ratio': 0.23287212745457098, 'Nose ratio': 0.1580530146632595, 'Lip size ratio': 2.828371683087936, 'Lip length ratio': 0.4947288553541935, 'Eye-brow length ratio': 0.345001314742093, 'Aggressive ratio left': 1.066541407529018, 'Jaw line ratio': 0.6330087399643979, 'Jaw horizontal length ratio': 0.28094147663560015, 'Nose tip to lips distance': 36.47838736841309, 'Lower lips to chin distance': 52.444093022951584, 'Nose tip to chin': 121.46674633413045}"
w-001-05.pts,"{'Eye length ratio': 0.24396755946110868, 'Eye distance ratio': 0.2667942573240876, 'Nose ratio': 0.1593296685903762, 'Lip size ratio': 2.8389129916497717, 'Lip length ratio': 0.425127671710533, 'Eye-brow length ratio': 0.3860841088915017, 'Aggressive ratio left': 1.0434680684856652, 'Jaw line ratio': 0.6247795980133185, 'Jaw horizontal length ratio': 0.30904485215557553, 'Nose tip to lips distance': 38.80605215684793, 'Lower lips to chin distance': 58.33711358132144, 'Nose tip to chin': 125.13016634688854}"
w-002-01.pts,"{'Eye length ratio': 0.20697640027102893, 'Eye distance ratio': 0.27053672396621015, 'Nose ratio': 0.145683477196599, 'Lip size ratio': 3.267069276839226, 'Lip length ratio': 0.40236703130018725, 'Eye-brow length ratio': 0.335147695919938, 'Aggressive ratio left': 0.9168864308412717, 'Jaw line ratio': 0.6305424772611251, 'Jaw horizontal length ratio': 0.3003760891299814, 'Nose tip to lips distance': 47.39628373617489, 'Lower lips to chin distance': 59.916952734597594, 'Nose tip to chin': 131.85172064482128}"
w-002-02.pts,"{'Eye length ratio': 0.2124744545614097, 'Eye distance ratio': 0.27550092385857505, 'Nose ratio': 0.1644098803298173, 'Lip size ratio': 2.416921243613519, 'Lip length ratio': 0.5608905207084397, 'Eye-brow length ratio': 0.34218660306801413, 'Aggressive ratio left': 0.9810572463360614, 'Jaw line ratio': 0.6537467506167906, 'Jaw horizontal length ratio': 0.33814426602703423, 'Nose tip to lips distance': 39.620631910659846, 'Lower lips to chin distance': 67.94108249064035, 'Nose tip to chin': 154.05974198342668}"
w-002-03.pts,"{'Eye length ratio': 0.25171742926550394, 'Eye distance ratio': 0.23746953196338885, 'Nose ratio': 0.1552713057107283, 'Lip size ratio': 3.6488038621138488, 'Lip length ratio': 0.4087625596125175, 'Eye-brow length ratio': 0.3557359422989659, 'Aggressive ratio left': 0.939259605976453, 'Jaw line ratio': 0.6587452125112093, 'Jaw horizontal length ratio': 0.36388354183669014, 'Nose tip to lips distance': 40.335770254204895, 'Lower lips to chin distance': 72.3525109792328, 'Nose tip to chin': 134.94613015940848}"
w-002-05.pts,"{'Eye length ratio': 0.21447130357694408, 'Eye distance ratio': 0.29913741363912333, 'Nose ratio': 0.1545577460010842, 'Lip size ratio': 3.324505787599542, 'Lip length ratio': 0.43472709476667515, 'Eye-brow length ratio': 0.3308372424965678, 'Aggressive ratio left': 0.9608224910903973, 'Jaw line ratio': 0.6530537002736736, 'Jaw horizontal length ratio': 0.32844315966318754, 'Nose tip to lips distance': 38.289862692362846, 'Lower lips to chin distance': 61.97500000000002, 'Nose tip to chin': 124.8909287218251}"
w-003-01.pts,"{'Eye length ratio': 0.22177329904532603, 'Eye distance ratio': 0.28252673604333994, 'Nose ratio': 0.14561144983375174, 'Lip size ratio': 3.506387833778099, 'Lip length ratio': 0.43672743204599895, 'Eye-brow length ratio': 0.34937385755007033, 'Aggressive ratio left': 0.915430822418286, 'Jaw line ratio': 0.6375985322503994, 'Jaw horizontal length ratio': 0.2993591509430243, 'Nose tip to lips distance': 45.32275959162241, 'Lower lips to chin distance': 61.260445509317, 'Nose tip to chin': 132.05464741916506}"
w-003-02.pts,"{'Eye length ratio': 0.2490028352312379, 'Eye distance ratio': 0.2641357814990939, 'Nose ratio': 0.16283251102156487, 'Lip size ratio': 2.878348823045917, 'Lip length ratio': 0.5135040207587377, 'Eye-brow length ratio': 0.3474214285349157, 'Aggressive ratio left': 0.9214113706964656, 'Jaw line ratio': 0.6758068234349899, 'Jaw horizontal length ratio': 0.29638884162079177, 'Nose tip to lips distance': 37.52516389038166, 'Lower lips to chin distance': 61.59456937912631, 'Nose tip to chin': 136.1523854510086}"
